Unique ID,Q1 - Which Title Best Fits your Current Role?,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Q4 - What Industry do you work in?,Q5 - Favorite Programming Language,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?,Q12 - Highest Level of Education,Q13 - Ethnicity
62a816907dc029e2d6725a33,Student/Looking/None,No,0-40k,Finance,Python,3,4,8,5,5,3,Neither easy nor difficult,Better Salary,Male,26,United States,High School,Asian or Asian American
62a84764bc6861bf317d7b86,Data Analyst,No,66k-85k,Other (Please Specify):Distribution ,Python,2,4,4,3,4,4,Neither easy nor difficult,Good Work/Life Balance,Male,25,Other (Please Specify):Australia,Bachelors,Native Hawaiian or other Pacific Islander
62a84f9af408bae018f41e34,Data Analyst,No,0-40k,Tech,Python,0,1,2,1,1,1,Neither easy nor difficult,Remote Work,Male,23,India,Bachelors,Asian or Asian American
62a85803f8d5efcc22fea92f,Student/Looking/None,Yes,0-40k,Other (Please Specify):None for now,Other:None at the moment,0,1,0,0,0,0,Neither easy nor difficult,Good Culture,Male,53,Other (Please Specify):Nigeria,Bachelors,Black or African American
62a8592f7dc029e2d672c0a8,Data Engineer,Yes,0-40k,Tech,Python,4,6,6,3,7,9,Neither easy nor difficult,Better Salary,Female,33,Other (Please Specify):Romania,Bachelors,White or Caucasian
62a8643bcec54911e9d14297,Student/Looking/None,Yes,0-40k,Finance,R,3,5,5,4,5,6,Difficult,Better Salary,Male,39,Other (Please Specify),High School,Black or African American
62a8665c5d257a28a31474f7,Data Analyst,Yes,0-40k,Healthcare,Other:excel,6,7,5,7,7,9,Difficult,Better Salary,Female,22,United Kingdom,Bachelors,White or Caucasian
62a868c5cf2555431737094b,Data Analyst,No,41k-65k,Finance,Python,4,7,7,7,5,5,Easy,Better Salary,Male,24,Other (Please Specify):Germany,Bachelors,White or Caucasian
62a88e9ff8d5efcc22ff1eb6,Data Architect,No,86k-105k,Other (Please Specify):Energy,Python,5,1,3,1,4,5,Difficult,Good Work/Life Balance,Male,31,Canada,High School,White or Caucasian
62a89e365d257a28a314fd36,Data Analyst,Yes,0-40k,Other (Please Specify):Retails,Python,0,0,0,0,0,0,Very Difficult,Better Salary,Male,25,Other (Please Specify):Aisa,Bachelors,Asian or Asian American
62a8b6ffbae91e4b8b8aa5c2,Student/Looking/None,No,0-40k,Tech,R,4,7,7,6,6,6,Neither easy nor difficult,Better Salary,Male,25,India,Bachelors,Asian or Asian American
62a8bf9e575fa3a5ae907617,Data Analyst,No,0-40k,Tech,Python,3,4,4,4,2,0,Neither easy nor difficult,Good Work/Life Balance,Male,23,India,Bachelors,Asian or Asian American
62a8cd29bc6861bf317ea9a2,Other (Please Specify):Ads operations,Yes,41k-65k,Other (Please Specify):Digital Marketing ,Other:Sql,6,7,7,7,7,6,Neither easy nor difficult,Other (Please Specify):Remote too,Male,23,India,Bachelors,Asian or Asian American
62a8f477f408bae018f5869d,Data Analyst,No,86k-105k,Healthcare,Python,8,9,8,8,8,9,Difficult,Better Salary,Male,40,United States,High School,White or Caucasian
62a8fcf5cf25554317384604,Data Analyst,No,41k-65k,Other (Please Specify):Homelessness,C/C++,5,6,6,2,0,4,Neither easy nor difficult,Better Salary,Male,29,United States,Bachelors,Hispanic or Latino
62a8fe9abc6861bf317f0c01,Data Analyst,Yes,0-40k,Tech,Python,1,7,5,5,4,4,Difficult,Better Salary,Male,28,India,Bachelors,Other (Please Specify):South Indian 
62a9024d18134ddc75d6e76d,Data Analyst,Yes,0-40k,Healthcare,R,3,6,6,4,6,3,Very Easy,Better Salary,Female,28,United Kingdom,Masters,Black or African American
62a95253bae91e4b8b8b91d9,Student/Looking/None,Yes,0-40k,Telecommunication,Python,0,3,3,4,5,5,Difficult,Good Work/Life Balance,Female,26,India,Masters,Asian or Asian American
62a960567dc029e2d6749dd8,Data Engineer,No,41k-65k,Construction,Python,6,8,8,5,5,5,Neither easy nor difficult,Better Salary,Male,30,Other (Please Specify):Netherlands,Masters,White or Caucasian
62a9612bf8d5efcc22007c09,Data Analyst,Yes,66k-85k,Education,Other:SQL,5,9,7,9,8,9,Neither easy nor difficult,Better Salary,Male,27,Other (Please Specify):Australia,Bachelors,Asian or Asian American
62a962380f8c8599d5b7e3fb,Data Analyst,Yes,0-40k,Other (Please Specify):Retail ,Other:None,2,0,5,3,0,3,Very Difficult,Remote Work,Male,28,Other (Please Specify):Nigeria,Bachelors,Black or African American
62a993537dc029e2d674e9b5,Data Analyst,No,66k-85k,Education,Python,3,3,5,3,3,4,Neither easy nor difficult,Good Work/Life Balance,Female,38,Other (Please Specify):Nigeria,Masters,Black or African American
62a9bb81bc6861bf3180079c,Data Analyst,No,0-40k,Finance,Python,2,6,5,5,6,6,Easy,Good Culture,Male,22,Other (Please Specify):Mexico,Bachelors,White or Caucasian
62a9c880f408bae018f6aa1b,Data Analyst,Yes,86k-105k,Other (Please Specify):Energy,Python,7,8,9,9,9,9,Difficult,Better Salary,Male,34,United States,Bachelors,Hispanic or Latino
62a9e206f3072dd8926bce70,Data Analyst,No,0-40k,Tech,Python,3,8,8,5,7,9,Easy,Better Salary,Male,26,Other (Please Specify):Indonesia,Bachelors,Asian or Asian American
62a9f0172e54c9003e5cdc25,Data Analyst,Yes,66k-85k,Tech,Python,5,9,7,7,8,9,Neither easy nor difficult,Better Salary,Female,26,Canada,Bachelors,Asian or Asian American
62a9f8a4cf2555431739d694,Data Engineer,No,66k-85k,Education,Python,10,10,10,9,9,10,Difficult,Remote Work,Male,25,Other (Please Specify):Greece,Bachelors,Other (Please Specify):Greek
62aa121dcec54911e9d446cc,Data Scientist,Yes,125k-150k,Tech,Python,5,3,7,4,5,3,Easy,Other (Please Specify):Collaboration ,Male,34,United States,Bachelors,Black or African American
62aa1734f3072dd8926c4168,Other (Please Specify):Power Bi Developer,Yes,41k-65k,Finance,Other:DAX,7,10,10,10,4,5,Neither easy nor difficult,Good Work/Life Balance,Female,32,Other (Please Specify):Poland,Bachelors,Hispanic or Latino
62aa21e218134ddc75d8be11,Student/Looking/None,No,0-40k,Construction,R,2,2,2,2,2,2,Difficult,Better Salary,Male,24,United States,Associates,Black or African American
62aa29852e54c9003e5d50b5,Data Engineer,Yes,0-40k,Tech,Python,7,3,3,2,5,9,Difficult,Better Salary,Male,26,Other (Please Specify):Argentine,Bachelors,Hispanic or Latino
62aa2f44bc6861bf3180fd06,Data Analyst,Yes,41k-65k,Telecommunication,Other:Sql,4,7,5,6,4,6,Difficult,Better Salary,Female,32,Other (Please Specify):Sweden,Masters,Black or African American
62aa3454bae91e4b8b8d3249,Data Scientist,No,41k-65k,Tech,R,5,1,7,1,1,2,Neither easy nor difficult,Good Work/Life Balance,Male,40,Other (Please Specify):Portugal,Masters,White or Caucasian
62aa34e8f3072dd8926c7d56,Data Analyst,No,0-40k,Other (Please Specify):Direct Marketing,Python,0,7,1,6,0,0,Easy,Better Salary,Male,27,United States,Bachelors,Black or African American
62aa356ff8d5efcc22020832,Data Analyst,Yes,66k-85k,Tech,R,4,3,6,7,4,7,Easy,Better Salary,Male,28,United States,Masters,Black or African American
62aa3e6824a26260274264da,Data Analyst,Yes,0-40k,Other (Please Specify):FMCG,Python,1,9,5,5,1,1,Difficult,Better Salary,Male,30,Other (Please Specify):Nigeria,Bachelors,Other (Please Specify):Nigeria
62aa4790f8d5efcc2202266e,Data Analyst,Yes,0-40k,Other (Please Specify):Taking bootcamp,Python,0,6,5,5,5,6,Difficult,Remote Work,Male,37,United States,Bachelors,White or Caucasian
62aa5761bc6861bf318141fc,Other (Please Specify):Software support,No,41k-65k,Tech,JavaScript,7,7,5,5,0,0,Difficult,Good Culture,Male,32,Other (Please Specify):Australia,Bachelors,Asian or Asian American
62aa5c11f408bae018f7dec0,Data Analyst,Yes,41k-65k,Tech,Python,9,7,10,10,5,8,Neither easy nor difficult,Better Salary,Male,24,Other (Please Specify):Saudi Arabia ,Bachelors,Other (Please Specify):Arab
62aa956ef8d5efcc22028e3d,Data Analyst,Yes,0-40k,Tech,Python,6,7,7,7,5,6,Neither easy nor difficult,Better Salary,Male,39,Other (Please Specify):Argentina,Associates,White or Caucasian
62aa95970a77c1a77f709268,Data Analyst,Yes,125k-150k,Finance,Python,6,8,7,4,4,2,Easy,Other (Please Specify):Better Tech Stack,Male,34,Other (Please Specify):Australia,Bachelors,Asian or Asian American
62aa98bfcf255543173adbdc,Data Analyst,No,41k-65k,Other (Please Specify):Space & Defense,Python,5,6,10,7,3,3,Neither easy nor difficult,Remote Work,Male,27,United States,Bachelors,Black or African American
62aaa387f8d5efcc22029fcb,Data Analyst,Yes,66k-85k,Healthcare,Other:SQL ,7,7,4,7,7,7,Difficult,Better Salary,Male,54,United States,High School,White or Caucasian
62aaa86bbae91e4b8b8dc832,Student/Looking/None,No,0-40k,Tech,Python,0,,,,,,Difficult,Remote Work,Female,20,India,Bachelors,Asian or Asian American
62aacd922e54c9003e5e33c2,Student/Looking/None,Yes,0-40k,Finance,Other:SQL,3,3,3,3,3,3,Neither easy nor difficult,Good Work/Life Balance,Male,25,India,Masters,Asian or Asian American
62aaeecd0f8c8599d5ba6923,Student/Looking/None,No,0-40k,Tech,Python,7,7,2,2,7,9,Easy,Good Work/Life Balance,Male,33,India,Bachelors,Asian or Asian American
62aaf8397dc029e2d6773cde,Data Analyst,Yes,41k-65k,Tech,Python,4,8,8,8,10,10,Very Easy,Remote Work,Male,30,United Kingdom,Masters,White or Caucasian
62aaff342e54c9003e5e79b8,Student/Looking/None,Yes,0-40k,Tech,Python,0,4,2,0,1,3,Neither easy nor difficult,Better Salary,Male,31,Other (Please Specify):Niger,High School,Black or African American
62ab0bdc575fa3a5ae9413e5,Student/Looking/None,Yes,0-40k,Other (Please Specify):Automobile (cars),Python,5,6,5,6,2,1,Difficult,Remote Work,Male,22,Other (Please Specify):France,Masters,Other (Please Specify):Arabian (from Maghreb)
62ab1cb0cec54911e9d5d187,Data Analyst,Yes,66k-85k,Tech,R,8,10,10,10,8,9,Neither easy nor difficult,Remote Work,Female,38,United States,Bachelors,Black or African American
62ab3e62bae91e4b8b8ebe14,Data Analyst,No,0-40k,Other (Please Specify):Logistics,Python,6,9,7,7,5,8,Neither easy nor difficult,Good Work/Life Balance,Male,22,Other (Please Specify):Malaysia,Bachelors,Other (Please Specify):Malay
62ab6ab318134ddc75dabb09,Data Scientist,Yes,0-40k,Real Estate,Python,2,3,4,5,3,6,Very Easy,Better Salary,Male,33,India,Bachelors,Asian or Asian American
62ab83a7d8c00e9f54263d2e,Data Analyst,Yes,41k-65k,Tech,Python,3,6,6,6,5,5,Neither easy nor difficult,Better Salary,Male,27,Canada,Bachelors,White or Caucasian
62ab8bf65d257a28a319e9cb,Data Analyst,No,0-40k,Tech,R,0,6,3,0,0,10,Neither easy nor difficult,Remote Work,Male,19,Other (Please Specify):Algeria,Bachelors,White or Caucasian
62abec6cf3072dd8926f2ad0,Other (Please Specify):Investigation specialist,No,0-40k,Other (Please Specify):Ecommerce,Python,1,6,2,5,1,0,Neither easy nor difficult,Better Salary,Male,24,India,Bachelors,Other (Please Specify):Indian
62abee280f8c8599d5bc246d,Other (Please Specify):Director,No,150k-225k,Finance,Other:I do analysis and create presentations based on datasets provided by others,8,10,9,10,8,10,Very Easy,Good Culture,Female,58,United States,Masters,White or Caucasian
62acc1f0cf255543173e59f7,Data Analyst,No,0-40k,Tech,Python,2,2,5,6,6,3,Neither easy nor difficult,Good Work/Life Balance,Male,22,Other (Please Specify):Nigeria ,Bachelors,Black or African American
62ace61d575fa3a5ae972d57,Data Analyst,No,86k-105k,Tech,Python,4,4,4,4,3,4,Neither easy nor difficult,Better Salary,Male,26,Other (Please Specify):Ireland,Masters,Asian or Asian American
62acf0890f8c8599d5bdce87,Other (Please Specify):Data Manager,No,41k-65k,Tech,Other,4,5,4,5,5,3,Easy,Good Culture,Female,31,United Kingdom,Bachelors,White or Caucasian
62ad591424a2626027471080,Data Analyst,No,41k-65k,Agriculture,Python,2,2,4,5,1,1,Neither easy nor difficult,Better Salary,Male,23,United States,High School,Hispanic or Latino
62ade22318134ddc75de385f,Data Analyst,No,86k-105k,Healthcare,Python,7,10,10,10,7,8,Neither easy nor difficult,Remote Work,Female,31,United States,Masters,Asian or Asian American
62adf26f18134ddc75de4bb4,Student/Looking/None,No,66k-85k,Construction,Other,5,5,7,7,9,10,Difficult,Better Salary,Female,24,United States,Bachelors,Asian or Asian American
62ae680024a2626027483ebc,Other (Please Specify):Analytics Engineer,Yes,41k-65k,Finance,Python,8,10,10,10,10,10,Neither easy nor difficult,Better Salary,Male,29,Other (Please Specify):Mexico,Bachelors,Hispanic or Latino
62aee103f8f756164595adb8,Student/Looking/None,Yes,0-40k,Education,Python,7,8,9,8,9,10,Difficult,Good Work/Life Balance,Male,26,Other (Please Specify):Indonesia,Bachelors,Asian or Asian American
62af07be7dc029e2d67cc3c8,Student/Looking/None,Yes,0-40k,"Other (Please Specify):Interning in Sciences, Weather and Meteorological data",Python,3,9,9,9,9,9,Neither easy nor difficult,Better Salary,Male,20,India,High School,Asian or Asian American
62af10295d257a28a31e6ff8,Data Analyst,Yes,0-40k,Education,Python,0,2,3,2,4,2,Neither easy nor difficult,Better Salary,Male,23,India,Bachelors,Asian or Asian American
62af387018134ddc75df894e,Data Analyst,No,106k-125k,Tech,Python,8,8,9,8,7,7,Neither easy nor difficult,Good Work/Life Balance,Male,33,United States,Masters,White or Caucasian
62af49025d257a28a31eb2f1,Student/Looking/None,Yes,0-40k,Tech,Python,2,3,3,5,5,9,Easy,Remote Work,Male,26,Other (Please Specify):Nigeria,Bachelors,Black or African American
62af53ce0f8c8599d5c04934,Data Analyst,Yes,0-40k,Other (Please Specify):Consulting,R,3,9,8,8,6,6,Difficult,Better Salary,Male,27,India,Bachelors,Asian or Asian American
62af6371f8d5efcc2208e923,Student/Looking/None,No,0-40k,Agriculture,Other:sql,0,8,8,8,8,8,Neither easy nor difficult,Better Salary,Male,22,Other (Please Specify):uzb,Bachelors,Asian or Asian American
62af9ed7f3072dd892739279,Data Analyst,Yes,0-40k,Tech,Python,3,9,9,6,9,4,Easy,Better Salary,Male,23,Other (Please Specify):Spain,Masters,White or Caucasian
62b152960f8c8599d5c31550,Other (Please Specify):SAP Security Analyst,Yes,0-40k,Other (Please Specify):Beverage and foods,Python,3,6,7,5,4,4,Neither easy nor difficult,Better Salary,Male,28,Other (Please Specify):Mexico,Bachelors,Hispanic or Latino
62b16a5c5d257a28a321a74c,Data Analyst,No,41k-65k,Finance,Other:SQL,7,5,4,6,4,5,Easy,Good Work/Life Balance,Female,39,Other (Please Specify):Portugal,Masters,White or Caucasian
62b21d40bae91e4b8b985154,Other (Please Specify):BI Manager,No,106k-125k,Other (Please Specify):Transportation,Python,3,2,5,3,3,4,Neither easy nor difficult,Better Salary,Male,37,United States,Masters,White or Caucasian
62b27004bc6861bf318c9038,Database Developer,Yes,41k-65k,Education,Other:SQL,4,7,7,7,7,7,Difficult,Better Salary,Female,29,United States,Masters,White or Caucasian
62b2ea87f8d5efcc220e3e21,Data Analyst,Yes,106k-125k,Finance,Python,5,6,6,5,4,3,Easy,Good Work/Life Balance,Male,42,United States,Masters,White or Caucasian
62b35284cec54911e9e1818c,Student/Looking/None,No,0-40k,Tech,R,0,0,0,0,0,0,Neither easy nor difficult,Good Culture,Female,25,Canada,Bachelors,Asian or Asian American
62b4404df31287f32e14d1c1,Database Developer,Yes,0-40k,Telecommunication,Python,5,5,5,5,4,5,Easy,Better Salary,Male,66,Other (Please Specify):Morocco ,High School,Black or African American
62b525563f28f20328aeee5c,Data Analyst,Yes,125k-150k,Other (Please Specify):Retail,R,8,5,6,6,5,7,Easy,Better Salary,Male,26,United States,Bachelors,White or Caucasian
62b5a3e29bc428d5345f6e89,Other (Please Specify):Data Scientist Intern,No,0-40k,Other (Please Specify):Manufacturing,R,4,6,7,7,4,6,Difficult,Better Salary,Male,21,United States,Bachelors,White or Caucasian
62b71083f31287f32e189026,Student/Looking/None,Yes,0-40k,Tech,Python,1,2,1,2,1,2,Difficult,Better Salary,Male,26,Other (Please Specify):Oman,Bachelors,Asian or Asian American
62b795033b026e423f287ecd,Data Engineer,No,0-40k,Tech,Python,6,6,6,6,4,3,Easy,Other (Please Specify):Career Advancedment,Male,24,Other (Please Specify):Costa Rica,Bachelors,Hispanic or Latino
62b89039377223ff07b80fb5,Data Analyst,No,41k-65k,Other (Please Specify):Automotive,Python,8,7,6,7,6,8,Easy,Remote Work,Male,22,United States,Bachelors,Asian or Asian American
